"","CLIENT_HASH_ID","CONTRACT_HASH_ID","TERM","CONTRACT_SUM","CURRENT_SUM","CURRENT_INTEREST_RATE","OPEN_DATE","PLAN_CLOSE_DATE","FACT_CLOSE_DATE","PRODUCT","CONTRACT_TYPE","CURRENT_PRINCIPAL_SUM","F1","GENDER","AGE"
"3319","03d14095da85aa7b2cedeb715f11d1af","cf511c01cc757a38f9529dc1905f8f2b","(null)","5200",0,"0","2010-09-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"3320","03d14095da85aa7b2cedeb715f11d1af","3cd77434929c47b211b7e884bdae00c1","(null)","0",0,"0","2012-11-13 00:00:00","(null)","2015-10-14 00:00:00","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"3321","03d14095da85aa7b2cedeb715f11d1af","fa9562347462c1f522ef61c9d7ee6d9d","(null)","(null)",0,"18","2013-04-02 00:00:00","(null)","(null)","Овердрафт","C","0","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"3344","03defd17a01aaa073c689ff3a940d5b7","08475bcdd571e03730f533c29ffd1f9b","(null)","0",4400,"0","2011-09-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","14aa590a6630a7dd9a4233b8b8182100","М",23
"3412","03efd3b2efeddf690a0b4f418270c9cf","13b9c9d0dacc23e54e000bea5a507c3c","(null)","0",0,"0","2013-07-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",22
"3413","03efd3b2efeddf690a0b4f418270c9cf","cf3ababe97256f309d54b28586d3a481","(null)","0",0,"0","2009-12-15 00:00:00","(null)","2013-02-19 00:00:00","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",22
"3453","04038f712f3277957e49f9ab7d312895","a20d404abd4f5d95be4b527fdd06f85b","(null)","0",0,"0","2013-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",18
"3488","04119f823e1214365e0621454b6238be","3ab03e9712b45746af14c4453124e385","(null)","0",0,"0","2012-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",20
"3489","04119f823e1214365e0621454b6238be","39cc8cc7ad81c3b0898e106d9ee15f48","(null)","(null)",0,"18","2012-10-16 00:00:00","(null)","(null)","Овердрафт","C","0","309e6b5acaa01d889ed303cf65a72dbe","М",20
"3515","04203998132aeec33dc34a51ab546cab","3ca41b829b4ca6fc7060fdab3687ae4d","(null)","0",0,"0","2012-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"3572","042ae3ba8de98efcf2321492453b1afb","02ab570467e234ec2fc673335c59f63a","(null)","0",0,"0","2011-10-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",23
"3573","042ae3ba8de98efcf2321492453b1afb","33024cc7ad7ddb88634bc7b9605f14e9","(null)","200",0,"0","2008-08-22 00:00:00","(null)","2012-11-27 00:00:00","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",23
"3610","043615ec7505042640783c58db1d4a61","a42c2a18089ef28250dae39347fdf637","(null)","0",0,"0","2012-11-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",20
"3653","043dac7b1b0b33c54171c828194ae415","6ba8be91aa6f63b600999eb5107272db","(null)","0",0,"0","2011-06-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"3654","043dac7b1b0b33c54171c828194ae415","1ed97e0519e9e1f1a7ce3878dadc1f3b","(null)","0",0,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"3655","043dac7b1b0b33c54171c828194ae415","7dc07d24fb2d970c1290185413acd745","36","800",0,"4","2011-06-11 00:00:00","2017-06-21 00:00:00","(null)","Срочный депозит","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"3656","043ddc8c355fdb415da687a5090e00ba","1d8b24838a8c4c71703fd79ce13bae34","(null)","0",500,"0","2012-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",21
"3708","044aedd137c958efd0def23e32b2de31","1b5992e5aa96367fd6410927b2fe74a1","(null)","0",41000,"0","2014-12-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",24
"3773","045fd3cb1f3c90365c29df313f4c7c63","0427c77ea1891d71e62581b99f67e46f","(null)","0",0,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"3774","045fd3cb1f3c90365c29df313f4c7c63","a8b08cff9dab911135ce0719ec9df565","(null)","0",0,"0","2015-06-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"3786","04647f2de4b4e6ecc3c89dfc172e7a61","6407b1935e7252c4e35ef160ad2f5271","(null)","0",0,"0","2014-09-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","Ж",18
"3843","047174fa8f9705fa0f14c365680f43ea","76091526ac4c570ceb2c0cfd7974b2ba","(null)","0",0,"0","2014-07-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","М",24
"3894","0482d400624ce047967bd49a95c5a8ab","988aa32897da7b1567c33de27b5fdab7","(null)","0",2600,"0","2014-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",20
"4189","04cb534ae1fe131a18415bd837383f9a","4a4ff55611ebd971b5b6b43a124663c6","(null)","(null)",5000,"18","2015-10-08 00:00:00","(null)","(null)","Овердрафт","C","0","3c423cf4f2bdd61e4dc739b26d945709","М",19
"4190","04cb534ae1fe131a18415bd837383f9a","a7fe685666867a93c0d05130b46c025d","(null)","0",4100,"0","2014-08-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",19
"4195","04cd5ba646928512d44cde190fcd12dd","b41194db8ca974284e6cc886e915715a","(null)","0",200,"0","2013-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",20
"4249","04d452736c2c386d613cad457ef8e80d","49d5de0102f52db0e8554fc29fcc74ec","(null)","0",0,"0","2012-06-13 00:00:00","(null)","2014-08-05 00:00:00","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",21
"4250","04d452736c2c386d613cad457ef8e80d","d650acbec069c611027326e1366457ca","(null)","400",0,"0","2013-09-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",21
"4282","04dc0c696f0a863cda8dd8c958b4f6a5","2685b78f9dda725a26a062dee13242ed","(null)","0",0,"0","2013-10-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",21
"4367","04f5be7f899a29c332954ebeeb033387","3f56f01e05cfdc205e5502fd318e1214","(null)","0",0,"0","2013-09-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",20
"4395","04fb49bbd1edea21c382e5f083836b0b","217cd4b870d45db4912ffd1d978e6090","(null)","0",0,"0","2013-10-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","М",21
"4405","04fd7123004ffb3a7abbfa85d4b0b7de","8a525aabe24dc0f583605fbe6a27e4f5","(null)","0",0,"0","2014-10-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","М",20
"4527","052148556506e3b5482f21b4f64493f1","ad98322ee5fcab2859eeab5f56ea316b","(null)","0",0,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","Ж",21
"4551","052715ca0752f3e0d3e92e5b3a8b0ac2","9279737a49926ac8d655be79cc69794c","(null)","0",1400,"0","2012-11-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","Ж",22
"4638","0540f8b0cceae2dd81c4aa0c05d0b23e","61d764a2390587c29d2cdddc999f4396","(null)","0",0,"0","2012-09-25 00:00:00","(null)","2014-05-01 00:00:00","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",22
"4639","0540f8b0cceae2dd81c4aa0c05d0b23e","87830323e238397ad7d34d63a402340c","(null)","0",2800,"0","2013-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",22
"4697","054ecf1634619e096f35a3ed583da408","c1c4caa4d77588318bbc848970bee4ed","(null)","0",0,"0","2011-07-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",22
"4698","054ecf1634619e096f35a3ed583da408","682cd46374645d057a0624b833b971e1","(null)","0",0,"4","2012-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",22
"4753","0560588b02596b865a8ce4516980fc8d","166122ed12ced6276a09bbd56259307f","(null)","(null)",0,"18","2015-12-07 00:00:00","(null)","(null)","Овердрафт","C","0","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"4754","0560588b02596b865a8ce4516980fc8d","d625ad2768b3c187aa0e070ab0e1098c","(null)","0",0,"0","2013-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"4780","0567f193fca350c3d5edce2ef682ed36","b83ce6d43b03a87eb9bf8dca7b37bfb4","(null)","0",0,"0","2013-10-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"4781","0567f193fca350c3d5edce2ef682ed36","48117793d489afa90ff406cbc2e547ec","(null)","(null)",0,"18","2015-09-07 00:00:00","(null)","(null)","Овердрафт","C","0","71e1e42d79887c04b571828357d5f37e","Ж",21
"4793","056cb268fe94a7cfdb24c9eb985c8fe0","26da909152a7b0a0136fb5f6a566897d","(null)","0",0,"0","2013-11-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",23
"4794","056cb268fe94a7cfdb24c9eb985c8fe0","ed284f8bc04888afa57217dfb4dbf904","(null)","0",0,"0","2012-12-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",23
"4795","056cb268fe94a7cfdb24c9eb985c8fe0","7820a8fb1f87d5d0995918a6f6e2670c","(null)","400",400,"0","2012-12-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",23
"4862","0586adeb5b61793c435d92cf8c0753ec","adedf0a1c568300096a56b09abf859ed","(null)","0",500,"0","2014-08-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",20
"4924","059d179a3f328ec5b4472974d7f9f5d6","38d46b405bca3758b93b7a2c53107d73","(null)","0",100,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",19
"4958","05a785ae53cab6d3cf4cf54606f40206","dc8f54e9adc0aa46232b78f0f7cd8988","(null)","0",4100,"0","2010-09-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",23
"5069","05c4c67aa33952d974c1ab4559899014","077285fe3a884b3be5d95b70e0ef5c97","(null)","0",1700,"0","2010-09-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",23
"5254","05ebd06d5569704d41016218af4cb423","55ea54ef7d1e6a18aa737a3af3a56103","(null)","0",0,"0","2014-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",18
"5260","05ed438b55894b2737231d888216ffa2","7400f9f38317bd583103bcaa698d2f35","(null)","0",0,"0","2011-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",20
"5261","05ed438b55894b2737231d888216ffa2","8778691b5921dce3d7720ee5dbf54569","(null)","0",0,"0","2015-03-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",20
"5384","061a13b5b817dc5cc3522792c65269d5","610602ca8d0a2976067920faae8836f7","(null)","0",0,"0","2014-02-21 00:00:00","(null)","2016-05-14 00:00:00","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"5385","061a13b5b817dc5cc3522792c65269d5","bfbb4c70d79288fa101d2387d8410986","(null)","0",0,"0","2013-08-01 00:00:00","(null)","2015-08-14 00:00:00","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"5386","061a13b5b817dc5cc3522792c65269d5","398b7e7fac49aff249fb36fcaa3fbd5f","(null)","0",0,"0","2013-11-28 00:00:00","(null)","2015-10-26 00:00:00","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"5387","061a13b5b817dc5cc3522792c65269d5","4deff00a3a1c315b31d5f8f63e6e7439","(null)","(null)",100,"18","2014-11-20 00:00:00","(null)","(null)","Овердрафт","C","0","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"5388","061a13b5b817dc5cc3522792c65269d5","a10d3290a82155c3d75de4cbb69e6a7f","(null)","0",0,"0","2014-11-22 00:00:00","(null)","2015-03-11 00:00:00","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"5389","061a13b5b817dc5cc3522792c65269d5","261ec4bd91360596f49d934a83b6b497","(null)","0",100,"0","2013-04-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"5440","06243615aef56253930e9e71c3761530","760e916d1a09a9324486c5b3c6b63e7f","(null)","0",0,"0","2012-10-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",22
"5441","0626900b9327d701e8f6f7531366aba4","93521934a322b143ff3b56caee295419","(null)","0",0,"0","2013-10-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",24
"5473","0630a66e5ca2e5f6f72d95648e47e4ef","98c1dfae63cf9e968df9470a9d638e03","(null)","0",0,"0","2012-09-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",19
"5474","0630a66e5ca2e5f6f72d95648e47e4ef","ed4bc47c5ea1c4fec75be188e8833cd5","(null)","0",0,"0","2014-06-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",19
"5520","063648a2ab4b31e6f563374383642007","1a1ffade4c3cd7e6c1df8cf44e5c5028","(null)","0",30000,"0","2013-09-03 00:00:00","(null)","(null)","Текущий счёт","D","(null)","381b0b043094c8cf1fc0e5ecd17a4461","Ж",21
"5528","063b8ec07d52414d70557188d5d9ec9f","561ad7a1c2857ca62ce9b0ab859b0a3c","(null)","0",0,"0","2014-10-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",21
"5529","063b8ec07d52414d70557188d5d9ec9f","ea12c3d92a4e5c639a249898bc5e73d8","(null)","0",0,"0","2011-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",21
"5641","06573f1f47ae1b361662f94bbe5cd1b6","06cf3cc2aaf729f7e1e0ee3648ef30fe","(null)","0",0,"0","2012-10-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","М",24
"5688","06657221361118e7bbfe85324a221716","175a21da32d43e4104b1524eb8994c34","(null)","100",0,"0","2014-08-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","М",22
"5753","0674a43b0b7f7b9f7335cc884c3fcb4e","756ac643deba51ce5ebe8e078b61cdf9","(null)","0",0,"0","2014-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",20
"5762","0675d3af2b8f45596d451a459226a3ee","598b8097c7b278fe0a430b9a35004535","(null)","0",200,"0","2012-12-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",21
"5803","06815894ac993e7337fdb3c5ff674505","2308d0c7b173cf4082462e77e8e5efde","(null)","0",0,"0","2014-03-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",21
"5804","06815894ac993e7337fdb3c5ff674505","0f8c7de3aa9adca18258f6458280ab1a","(null)","0",0,"0","2012-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",21
"5806","06827352fa84d2dd4be0b32e20fdb142","222d535e927e8edc191bfd0ece88d2a0","(null)","0",70000,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","381b0b043094c8cf1fc0e5ecd17a4461","Ж",18
"5856","069a125a97b06f80f18ca2f1083f5a4e","0461b612e788c798732815b8eb149071","(null)","0",0,"0","2011-08-05 00:00:00","(null)","2014-10-14 00:00:00","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","Ж",20
"5857","069a125a97b06f80f18ca2f1083f5a4e","41556e8c79f5e74adf8bc96594546151","(null)","0",3700,"0","2014-09-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","Ж",20
"5980","06c10bcfdd90716385df8d9c9762f3f7","2e75000ca9e16e7dd3882061100203a0","(null)","0",0,"0","2014-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","14aa590a6630a7dd9a4233b8b8182100","Ж",23
"6073","06d21913570148d1fd0eeb6b7f030a56","84ded593bb5723d7211da8c25b304ff9","(null)","0",0,"0","2013-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",19
"6074","06d21913570148d1fd0eeb6b7f030a56","f4a82bb7340d1dc3eb2610bb727b8d3d","(null)","0",0,"0","2013-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",19
"6075","06d21913570148d1fd0eeb6b7f030a56","1fc753c3653b5be0c0c60e2b02685871","(null)","0",0,"0","2014-10-03 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",19
"6095","06d9d8d62c32f934abbf8efc4f20e975","fcc0cef01514be0d4deff2d20d227787","(null)","0",0,"0","2014-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",24
"6096","06d9d8d62c32f934abbf8efc4f20e975","2e4278c26817e331c355c8d7e6ac3031","(null)","0",1100,"0","2010-09-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",24
"6158","06efdc3a0d7c8a64265141303abb1c06","822de9428d4c7db0eedaf4cc74920f1e","(null)","0",0,"0","2011-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",21
"6167","06fa9a971cf6997dd63f28975b430041","e2801d3f0d9c8018132acc95a6c53bb0","(null)","0",0,"0","2012-03-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",23
"6168","06fa9a971cf6997dd63f28975b430041","16b3c2c6a242fefe790aba62ee18bdf3","(null)","0",0,"0","2010-08-13 00:00:00","(null)","2015-12-25 00:00:00","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",23
"6213","070faab4352f62d1fb9fc192ae35071d","0c1f6cf1ef6ec47f39768f6a6d3da74e","(null)","0",0,"0","2011-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","Ж",23
"6250","071e12c685af45c701c5f627d27a5d10","047fa9f17e812c7a93f65ecc967a240c","(null)","0",0,"0","2012-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",19
"6254","07254588351be8e0001c6634b7d5ad43","a46b3d25acda02c41d8859212577f283","(null)","0",0,"0","2010-09-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"6287","072cd7b3c2702826c97b3851400f52e7","e4be795e5114a2e5bbae00760df28424","(null)","100",1500,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"6292","0730f8faa82093e787a18adaca05f49a","4941ce11193f151e751dd93d8596c535","(null)","0",0,"0","2014-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",19
"6293","0730f8faa82093e787a18adaca05f49a","dae4bc84fc33e8e785c94a5fbc3a1624","(null)","(null)",0,"18","2015-02-26 00:00:00","(null)","(null)","Овердрафт","C","0","8215444bab327ec0f170d0ef7296c026","Ж",19
"6294","0734589e8b2e5edfcf8dcb8d8683aaba","d091d5f0eaa5ee81ea0c72e836319e22","(null)","0",300,"0","2014-10-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",19
"6346","073e10996b171b803000297a8f93ad5f","a8b433699c6c8eeadd3e7e13023475bf","(null)","1200",200,"0","2012-11-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",22
